text,length,word_count,has_emoji,all_caps,insult,threat,identity_hate,gender,religion,ethnicity
Great job on the project!,25,5,0,0,0,0,0,0,0,0
I know where you live 💩,23,6,1,0,0,1,0,0,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
Go back to your country 🤡,25,6,1,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to your country immigrant trash 🤡,41,8,1,0,0,0,0,0,0,1
I know where you live,21,5,0,0,0,1,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
People like you should be banned 😂,34,7,1,0,0,0,1,0,0,0
Typical behavior for your gender slut 🖕,39,7,1,0,0,0,0,1,0,0
whore slut,10,2,0,0,0,0,0,1,0,0
slut Make me a sandwich,23,5,0,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
cultist heretic 😭,17,3,1,0,0,0,0,0,1,0
Braindead moron You're a pathetic loser 💩,41,7,1,0,1,0,0,0,0,0
clown 💩,7,2,1,0,1,0,0,0,0,0
You'?e a pathetic l1ser,23,4,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
Make me a sandwich 💩,20,5,1,0,0,0,0,1,0,0
Braindead moron clown,21,3,0,0,1,0,0,0,0,0
whore,5,1,0,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
whore 💩,7,2,1,0,0,0,0,1,0,0
worthless Absolute waste of oxygen,34,5,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
heretic Religious terrorists,28,3,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
You're a pathetic loser worthless 😂,35,6,1,0,1,0,0,0,0,0
cultist Your god is fake,24,5,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
kill yourself I know where you live,35,7,0,0,0,1,0,0,0,0
worthless,9,1,0,0,1,0,0,0,0,0
heretic Your god is fake 😭,26,6,1,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
You're a pathetic loser Your existence is a mistake,51,9,0,0,1,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
worthless Absolute waste of oxygen,34,5,0,0,1,0,0,0,0,0
You're a path?tic loser 🖕,25,5,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
whore Make me a sandwich,24,5,0,0,0,0,0,1,0,0
heretic,7,1,0,0,0,0,0,0,1,0
vermin,6,1,0,0,0,0,1,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
whore Typical behavior for your gender,38,6,0,0,0,0,0,1,0,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
vermin People like you should be banned 😂,41,8,1,0,0,0,1,0,0,0
su!human,8,1,0,0,0,0,1,0,0,0
vermin s?bhuman,15,2,0,0,0,0,1,0,0,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
subhuman vermin 😭,17,3,1,0,0,0,1,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
Typical behavior for your gender whore,38,6,0,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Sleep with one eye open I know where you live,45,10,0,0,0,1,0,0,0,0
i1migrant trash 😭,17,3,1,0,0,0,0,0,0,1
immigrant trash Go back to y!ur country 😭,41,8,1,0,0,0,0,0,0,1
h!retic cultist,15,2,0,0,0,0,0,0,1,0
I'll ruin your life kill yourself,33,6,0,0,0,1,0,0,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
slut Typical behavior for your gender,37,6,0,0,0,0,0,1,0,0
Your existence is a mistake Braindead moron 💩,45,8,1,0,1,0,0,0,0,0
Your god is fake cultist,24,5,0,0,0,0,0,0,1,0
Typical behavior f!r your gender Make me a sandwich,51,9,0,0,0,0,0,1,0,0
clown 💩,7,2,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Your god is fake Religious terrorists,37,6,0,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
immigrant trash 😭,17,3,1,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Make me a sandwich 😭,20,5,1,0,0,0,0,1,0,0
Go back to your coun1ry immigrant tra!h,39,7,0,0,0,0,0,0,0,1
worthless Your existence is a mistake,37,6,0,0,1,0,0,0,0,0
Go back to your country 💩,25,6,1,0,0,0,0,0,0,1
Your existence is a mistake failure 💩,37,7,1,0,1,0,0,0,0,0
Go back to your country immigrant trash 🖕,41,8,1,0,0,0,0,0,0,1
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
failure 😂,9,2,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
cultist Your god is fake 😭,26,6,1,0,0,0,0,0,1,0
kill yourself,13,2,0,0,0,1,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
Go back to your country immi?rant trash,39,7,0,0,0,0,0,0,0,1
worthless 🖕,11,2,1,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
cultist Religious terrorists 😭,30,4,1,0,0,0,0,0,1,0
failure,7,1,0,0,1,0,0,0,0,0
vermin subhuman,15,2,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Religious terrorists 🤡,22,3,1,0,0,0,0,0,1,0
Your god is fake cultist,24,5,0,0,0,0,0,0,1,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
People like you should be banned,32,6,0,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
whore,5,1,0,0,0,0,0,1,0,0
heretic Your god is fake,24,5,0,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Sl?ep w!th one e!e op1n 😭,25,6,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Make me a sandwich,18,4,0,0,0,0,0,1,0,0
People l!ke you should be banned subhuman,41,7,0,0,0,0,1,0,0,0
I?ll ru!n yo?r li!e,19,4,0,0,0,1,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
cultist Your god is fake 😭,26,6,1,0,0,0,0,0,1,0
Go back to where you came fr1m People like you sh!uld be banned 🖕,65,14,1,0,0,0,1,0,0,0
whore 😭,7,2,1,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
kill yourself Sleep with one eye open,37,7,0,0,0,1,0,0,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
I'll ruin your life Sleep with one eye open 💩,45,10,1,0,0,1,0,0,0,0
Braindead moron You're a pathetic loser,39,6,0,0,1,0,0,0,0,0
worthless,9,1,0,0,1,0,0,0,0,0
Make me a sandwich 😂,20,5,1,0,0,0,0,1,0,0
cultist,7,1,0,0,0,0,0,0,1,0
culti?t,7,1,0,0,0,0,0,0,1,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
A1solute waste of oxy!en,24,4,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Religious terrorists heretic,28,3,0,0,0,0,0,0,1,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
failure 💩,9,2,1,0,1,0,0,0,0,0
subhuman 😂,10,2,1,0,0,0,1,0,0,0
Religious terrorists 😭,22,3,1,0,0,0,0,0,1,0
Absolute waste of oxygen 😭,26,5,1,0,1,0,0,0,0,0
Your existence is a mistake 😂,29,6,1,0,1,0,0,0,0,0
vermin 💩,8,2,1,0,0,0,1,0,0,0
subhuman People like you should be banned 🤡,43,8,1,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country 😂,25,6,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
slut 💩,6,2,1,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
worthless Braindead moron,25,3,0,0,1,0,0,0,0,0
Make me a sandwich,18,4,0,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country 🤡,41,8,1,0,0,0,0,0,0,1
You're a pathetic loser Absolute waste of oxygen,48,8,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Your exis?ence is a mistake,27,5,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to where you came from,30,7,0,0,0,0,1,0,0,0
vermin People like you should be banned,39,7,0,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
kill yourself Sleep with one eye open,37,7,0,0,0,1,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
immigrant trash 💩,17,3,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
Typical behavior for your gender 🤡,34,6,1,0,0,0,0,1,0,0
Typical behavior for your gender slut 😭,39,7,1,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
clown Absolute waste of oxygen,30,5,0,0,1,0,0,0,0,0
Braindead moron,15,2,0,0,1,0,0,0,0,0
I'll r?in your life,19,4,0,0,0,1,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
Make me a sandwich 🖕,20,5,1,0,0,0,0,1,0,0
Religious terrorists 💩,22,3,1,0,0,0,0,0,1,0
Ma1e me a sandwi1h slut 💩,25,6,1,0,0,0,0,1,0,0
People like you should be banned 😭,34,7,1,0,0,0,1,0,0,0
cultist Religious terrorists,28,3,0,0,0,0,0,0,1,0
Your existence is a mistake Absolute waste of oxygen 🤡,54,10,1,0,1,0,0,0,0,0
kill yourself I'll ruin your life 🤡,35,7,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
worthless,9,1,0,0,1,0,0,0,0,0
I know where you live I'll ruin your life,41,9,0,0,0,1,0,0,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
slut 😂,6,2,1,0,0,0,0,1,0,0
subhuman Go back to where you came from 😂,41,9,1,0,0,0,1,0,0,0
Braindead moron worthless 🤡,27,4,1,0,1,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
slut,4,1,0,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
slut 💩,6,2,1,0,0,0,0,1,0,0
You're a pathetic loser Your existence is a mistake 💩,53,10,1,0,1,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
whore slut,10,2,0,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant t?ash,15,2,0,0,0,0,0,0,0,1
subhuman vermin,15,2,0,0,0,0,1,0,0,0
clown Your existence is a mistake 💩,35,7,1,0,1,0,0,0,0,0
worthless,9,1,0,0,1,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
kill yourself I'll ruin your li?e,33,6,0,0,0,1,0,0,0,0
cl?wn,5,1,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
kill yourself 😭,15,3,1,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
vermin,6,1,0,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
slut,4,1,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
worthless,9,1,0,0,1,0,0,0,0,0
immigrant trash 🤡,17,3,1,0,0,0,0,0,0,1
failure clown,13,2,0,0,1,0,0,0,0,0
People like you should be banned 😂,34,7,1,0,0,0,1,0,0,0
subhuman People like you should be banned 😂,43,8,1,0,0,0,1,0,0,0
vermin Go b1ck to where y?u came from 💩,39,9,1,0,0,0,1,0,0,0
whore Make me a sandwich,24,5,0,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Absolute waste of oxygen,24,4,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
I know wh1re you live Sleep with o!e eye open,45,10,0,0,0,1,0,0,0,0
Yo?r g1d is fake 🤡,18,5,1,0,0,0,0,0,1,0
Make me a sandwich slut,23,5,0,0,0,0,0,1,0,0
failure,7,1,0,0,1,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
subhuman Go back to where you came from,39,8,0,0,0,0,1,0,0,0
Go back to your co!ntry,23,5,0,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to your country immigrant trash 💩,41,8,1,0,0,0,0,0,0,1
Religious terrorists cultist,28,3,0,0,0,0,0,0,1,0
immigrant tra!h 😂,17,3,1,0,0,0,0,0,0,1
slut whore 😭,12,3,1,0,0,0,0,1,0,0
failure Your existence is a mistake 😂,37,7,1,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Absolute waste of oxygen 🤡,26,5,1,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
Your god is fake cu!tist 🤡,26,6,1,0,0,0,0,0,1,0
Typical behavior for your gender Make me a sandwich 💩,53,10,1,0,0,0,0,1,0,0
kill yourself,13,2,0,0,0,1,0,0,0,0
I know where you live 💩,23,6,1,0,0,1,0,0,0,0
Typical behavior for your gender slut,37,6,0,0,0,0,0,1,0,0
clown failure,13,2,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
clown,5,1,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
People like you should be banned 🖕,34,7,1,0,0,0,1,0,0,0
slut,4,1,0,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
Go back to your country 🖕,25,6,1,0,0,0,0,0,0,1
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
heretic Your god is fake 🖕,26,6,1,0,0,0,0,0,1,0
Go back to where you came from People like you should be b!nned,63,13,0,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant trash Go back to your country 😭,41,8,1,0,0,0,0,0,0,1
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
I know where you live Sleep with one eye open,45,10,0,0,0,1,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
failure clown,13,2,0,0,1,0,0,0,0,0
I know where you live I'll ruin your life 🤡,43,10,1,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
immigrant trash 💩,17,3,1,0,0,0,0,0,0,1
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
You're a pathetic loser clown,29,5,0,0,1,0,0,0,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Sleep with one eye open I'll ruin your life,43,9,0,0,0,1,0,0,0,0
Your g!d is fake,16,4,0,0,0,0,0,0,1,0
subhuman vermin 😭,17,3,1,0,0,0,1,0,0,0
Typical behavior for your gender whore,38,6,0,0,0,0,0,1,0,0
Religious terrorists,20,2,0,0,0,0,0,0,1,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
immigrant trash Go back to your country,39,7,0,0,0,0,0,0,0,1
I'll ruin your life 😂,21,5,1,0,0,1,0,0,0,0
Typical behavior for your gender slut,37,6,0,0,0,0,0,1,0,0
heretic 💩,9,2,1,0,0,0,0,0,1,0
worthless,9,1,0,0,1,0,0,0,0,0
failure,7,1,0,0,1,0,0,0,0,0
immigrant trash Go back to your count1y 😂,41,8,1,0,0,0,0,0,0,1
kill yourself 💩,15,3,1,0,0,1,0,0,0,0
Sleep with one eye open 💩,25,6,1,0,0,1,0,0,0,0
Ty!ical beha1ior for your gender,32,5,0,0,0,0,0,1,0,0
whore Typical behavior for your gender 🖕,40,7,1,0,0,0,0,1,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Your existence is a mistake Braindead moron 💩,45,8,1,0,1,0,0,0,0,0
Go back to your country 😂,25,6,1,0,0,0,0,0,0,1
Sleep wi?h one eye open kill yourself,37,7,0,0,0,1,0,0,0,0
Make me a sandwich 🤡,20,5,1,0,0,0,0,1,0,0
worthless,9,1,0,0,1,0,0,0,0,0
Typical behavior for your gender slut,37,6,0,0,0,0,0,1,0,0
Religious terrorists 😂,22,3,1,0,0,0,0,0,1,0
Your god is fake 😂,18,5,1,0,0,0,0,0,1,0
Go back to your coun?ry immigrant trash,39,7,0,0,0,0,0,0,0,1
I know where you live I'll ruin your life 🤡,43,10,1,0,0,1,0,0,0,0
Go back to where you came from vermin,37,8,0,0,0,0,1,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
immigrant trash 💩,17,3,1,0,0,0,0,0,0,1
I know where you live,21,5,0,0,0,1,0,0,0,0
Go b1ck to where you came from,30,7,0,0,0,0,1,0,0,0
immigrant trash 😭,17,3,1,0,0,0,0,0,0,1
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
I know where you live,21,5,0,0,0,1,0,0,0,0
cultist heretic,15,2,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
sub?uman,8,1,0,0,0,0,1,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
People like you should be banned,32,6,0,0,0,0,1,0,0,0
You're a pathetic loser clown,29,5,0,0,1,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
heretic Your god is fake,24,5,0,0,0,0,0,0,1,0
whore 🖕,7,2,1,0,0,0,0,1,0,0
Absolute waste of oxygen Your existence is a mistake,52,9,0,0,1,0,0,0,0,0
failure 😭,9,2,1,0,1,0,0,0,0,0
Sleep with one eye open I know where you live,45,10,0,0,0,1,0,0,0,0
Make me a sandwich whore,24,5,0,0,0,0,0,1,0,0
heretic cultist 💩,17,3,1,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
slut whore 😂,12,3,1,0,0,0,0,1,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
worthless 🖕,11,2,1,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
Make me a sandwich,18,4,0,0,0,0,0,1,0,0
worthless,9,1,0,0,1,0,0,0,0,0
Go back to your country immigrant trash 😭,41,8,1,0,0,0,0,0,0,1
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
I'll ru1n your life,19,4,0,0,0,1,0,0,0,0
Typical behavior for your gender whore 😂,40,7,1,0,0,0,0,1,0,0
Absolute waste of oxygen Your existence is a mis!ake,52,9,0,0,1,0,0,0,0,0
People like you should be banned 💩,34,7,1,0,0,0,1,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
Go back to your country,23,5,0,0,0,0,0,0,0,1
People like y!u s?ould be banned su1human 🖕,43,8,1,0,0,0,1,0,0,0
whore Make me a sandwich,24,5,0,0,0,0,0,1,0,0
slut,4,1,0,0,0,0,0,1,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
clown,5,1,0,0,1,0,0,0,0,0
Typic?l behav1or for y1ur gender 😭,34,6,1,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
People like you should be banned Go back to where you ca!e from 😭,65,14,1,0,0,0,1,0,0,0
heretic Your god is fake 💩,26,6,1,0,0,0,0,0,1,0
People like you should be banned Go back to where you came from,63,13,0,0,0,0,1,0,0,0
Your god is fake heretic,24,5,0,0,0,0,0,0,1,0
vermin,6,1,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
subhuman,8,1,0,0,0,0,1,0,0,0
I'll ruin your life I know where you live,41,9,0,0,0,1,0,0,0,0
immigrant trash,15,2,0,0,0,0,0,0,0,1
heretic Your god is fake 😭,26,6,1,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
immigrant trash 💩,17,3,1,0,0,0,0,0,0,1
Great job on the project!,25,5,0,0,0,0,0,0,0,0
worth1ess 🖕,11,2,1,0,1,0,0,0,0,0
slut 🤡,6,2,1,0,0,0,0,1,0,0
Braindead moron worthless,25,3,0,0,1,0,0,0,0,0
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
vermin,6,1,0,0,0,0,1,0,0,0
kill yourself I know where you live,35,7,0,0,0,1,0,0,0,0
heretic,7,1,0,0,0,0,0,0,1,0
Typical behavior for your gender,32,5,0,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Absolute waste of oxygen Your existence is a mistake,52,9,0,0,1,0,0,0,0,0
vermin Go back to where you came from,37,8,0,0,0,0,1,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
slut Make me a sandwich,23,5,0,0,0,0,0,1,0,0
Sleep with one eye open,23,5,0,0,0,1,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
Ab1olute waste of oxygen clown,30,5,0,0,1,0,0,0,0,0
whore 💩,7,2,1,0,0,0,0,1,0,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Sleep with one eye open I know where you live 😭,47,11,1,0,0,1,0,0,0,0
kill yourself I'1l r!in your l1fe,33,6,0,0,0,1,0,0,0,0
Religious terrorists 💩,22,3,1,0,0,0,0,0,1,0
The weather is lovely today,27,5,0,0,0,0,0,0,0,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Go back to your country,23,5,0,0,0,0,0,0,0,1
immigrant tra?h,15,2,0,0,0,0,0,0,0,1
cultist 🤡,9,2,1,0,0,0,0,0,1,0
Braindead moron Absolute waste of oxygen,40,6,0,0,1,0,0,0,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go back to your country 😭,25,6,1,0,0,0,0,0,0,1
clown worthless 😂,17,3,1,0,1,0,0,0,0,0
I'll ruin your life,19,4,0,0,0,1,0,0,0,0
heretic 😭,9,2,1,0,0,0,0,0,1,0
Typical behavior for your gender slut,37,6,0,0,0,0,0,1,0,0
Puppies are adorable,20,3,0,0,0,0,0,0,0,0
Go back to where you came from subhuman,39,8,0,0,0,0,1,0,0,0
cultist,7,1,0,0,0,0,0,0,1,0
slut 🤡,6,2,1,0,0,0,0,1,0,0
You're a pathetic loser clown,29,5,0,0,1,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
worthless 💩,11,2,1,0,1,0,0,0,0,0
Your existence is a mistake,27,5,0,0,1,0,0,0,0,0
Go back to your country 🤡,25,6,1,0,0,0,0,0,0,1
Go back to your country immigrant trash,39,7,0,0,0,0,0,0,0,1
slut Make me a sandwich,23,5,0,0,0,0,0,1,0,0
Your god is fake,16,4,0,0,0,0,0,0,1,0
Great job on the project!,25,5,0,0,0,0,0,0,0,0
Have a nice day!,16,4,0,0,0,0,0,0,0,0
heretic cultist,15,2,0,0,0,0,0,0,1,0
